"Proposal","Votes cast","Yes","Abstain","Meets approval threshold","Requested Ada","Status","Fund depletion","Reason for not funded status"
"Cardano Research and Education Center","295","₳48,574,688","₳14,451,942","YES","₳200,000","FUNDED","₳2,467,177",""
"Cardano-Africa French Community","255","₳48,249,946","₳14,291,345","YES","₳40,000","FUNDED","₳2,427,177",""
"Sociocratic DReps : A representation framework for Democratic Pluralism","261","₳48,046,545","₳16,314,250","YES","₳193,400","FUNDED","₳2,233,777",""
"Latin America Onboarding, Education, and Social Media","290","₳47,946,675","₳6,723,582","YES","₳31,475","FUNDED","₳2,202,302",""
"Lovelace Academy - Free video course ""Plutus Experience"" - Transcription and subtitling to Portuguese","265","₳47,818,421","₳6,351,409","YES","₳22,627","FUNDED","₳2,179,675",""
"Cardano House | RNC & DNC 2024 Policy & Education Centers (Awen)","223","₳47,612,429","₳18,790,830","YES","₳180,000","FUNDED","₳1,999,675",""
"eUTxO Fundamentals: Building Cardano Smart Contracts [eBook]","295","₳47,271,691","₳11,613,581","YES","₳96,900","FUNDED","₳1,902,775",""
"Mastering Open Enterprise Agent (Atala PRISM): A Developer Handbook for Decentralized Identity Solutions","268","₳47,010,401","₳17,016,884","YES","₳200,000","FUNDED","₳1,702,775",""
"[5PC] Cardano Education Video on TikTok for the Vietnamese Community","286","₳46,275,666","₳18,730,156","YES","₳15,392","FUNDED","₳1,687,383",""
"[C2VN]: Cardano developer club in Universities","297","₳46,067,432","₳17,034,931","YES","₳118,361","FUNDED","₳1,569,022",""
"Accra Resource Center: Igniting African Youth in Cardano & Decentralised Web Innovation.","261","₳45,369,752","₳16,921,829","YES","₳180,000","FUNDED","₳1,389,022",""
"[C2VN]: Cardano developer courseware in Universities","283","₳44,814,102","₳13,879,320","NO","₳146,333","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Center Next Chapter - Bali Indonesia","280","₳44,451,077","₳13,883,836","NO","₳200,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano For Indonesia (CFI): From Universitas Gadjah Mada to Yogyakarta","232","₳43,806,923","₳11,092,823","NO","₳28,500","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano in Spanish 2","348","₳43,590,442","₳12,761,295","NO","₳15,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"[FIMI] Cardano on Youtube - Vietnamese version","375","₳42,956,681","₳12,084,586","NO","₳42,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Stake Pool Owners (SPOs) Behavior - Academic Research","234","₳42,859,330","₳20,585,913","NO","₳44,200","NOT FUNDED","₳1,389,022","Approval Threshold"
"ETHDenver 2024 Cardano Event with Media & Marketing - Powered by Rare Network / Rare Evo","278","₳42,449,957","₳12,187,639","NO","₳80,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano for STEM Brazilian Students","251","₳42,158,504","₳9,264,176","NO","₳59,800","NOT FUNDED","₳1,389,022","Approval Threshold"
"Blockchain Entrepreneurship Incubation- A focus on Startups & students","208","₳42,007,620","₳6,130,186","NO","₳19,940","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Education & Onboarding For Technical Schools in Ghana: Awareness For Technical, Vocational, Computer and Information Technology based schools","249","₳41,995,455","₳12,280,950","NO","₳36,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Blockchain Vibes 2024: Cardano Event in Africa.","224","₳41,888,235","₳19,105,340","NO","₳160,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Caravan: Driving Adoption, Education, and Community Engagement","262","₳41,735,331","₳15,708,301","NO","₳200,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Summon: Cardano DAO Development Materials, Meetups, and Workshops","285","₳41,640,295","₳18,283,104","NO","₳145,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Legal toolkit for Cardano ecosystem: Set of standard well-balanced contracts","215","₳41,129,876","₳7,662,829","NO","₳62,771","NOT FUNDED","₳1,389,022","Approval Threshold"
"Indonesian Cardano Developers Community Workshop 2024","290","₳40,980,364","₳8,393,986","NO","₳61,818","NOT FUNDED","₳1,389,022","Approval Threshold"
"CARDANO LADIES' COLLOQUIUM","233","₳40,512,111","₳17,025,999","NO","₳17,800","NOT FUNDED","₳1,389,022","Approval Threshold"
"AdaTube - The largest Spanish-speaking educational channel","585","₳39,972,674","₳15,758,178","NO","₳193,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Articulate Cardano CBCA to Diploma of Applied Blockchain AUS","243","₳39,896,581","₳19,221,456","NO","₳195,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Mandarin Newsletters Center for Cardano Enthusiasts","245","₳39,748,117","₳13,836,244","NO","₳80,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano educational platform for spanish speakers","254","₳39,406,174","₳11,363,653","NO","₳30,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Expanding Cardano's Presence: Fostering Growth within the Chilean Community","303","₳39,313,403","₳11,885,934","NO","₳50,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"9 DAO sample project - Bringing decentralized governance closer to everyone","262","₳39,271,639","₳5,918,076","NO","₳36,672","NOT FUNDED","₳1,389,022","Approval Threshold"
"Blockchain Cardano podcast for Vietnamese","295","₳39,016,961","₳16,006,560","NO","₳21,750","NOT FUNDED","₳1,389,022","Approval Threshold"
"45B - Bring end-users and small businesses to Cardano","266","₳38,961,114","₳10,050,855","NO","₳33,050","NOT FUNDED","₳1,389,022","Approval Threshold"
"1-Year Education about CARDANO to Brazilian Portuguese-speaking community - Bitnoob","209","₳38,929,646","₳13,482,074","NO","₳64,736","NOT FUNDED","₳1,389,022","Approval Threshold"
"Empowering Ethiopian Developers with Cardano Education and Mentorship","209","₳38,911,585","₳7,377,816","NO","₳35,458","NOT FUNDED","₳1,389,022","Approval Threshold"
"[FIMI] Cardano Talk for Vietnamese (phase 2)","374","₳38,876,112","₳26,697,032","NO","₳33,600","NOT FUNDED","₳1,389,022","Approval Threshold"
"[5PC] Project Catalyst TikTok Viral for the Vietnamese community","281","₳38,742,084","₳16,929,855","NO","₳23,088","NOT FUNDED","₳1,389,022","Approval Threshold"
"Project Catalyst 360 events for Universities","281","₳38,313,314","₳19,092,560","NO","₳30,900","NOT FUNDED","₳1,389,022","Approval Threshold"
"Andamio - Gamechanger & Helios PBL course","309","₳38,282,943","₳16,729,192","NO","₳50,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Community Thrive Initiative: Empowering Cardano in the Chinese Community","224","₳38,079,622","₳15,734,910","NO","₳100,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Learn Cardano: Drive DeFi Growth with Courses in English & Japanese","298","₳38,016,449","₳21,257,398","NO","₳160,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Gateway To Blockchain -- Student Learning Hub","210","₳37,871,633","₳7,683,271","NO","₳24,780","NOT FUNDED","₳1,389,022","Approval Threshold"
"Bridge Builders: Open Mastermind Workshops for the Cardano Community","211","₳37,691,366","₳14,316,026","NO","₳71,600","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano HUB for businesses and developers in Eastern Europe","237","₳37,545,085","₳17,534,308","NO","₳199,900","NOT FUNDED","₳1,389,022","Approval Threshold"
"NFT Guild: Developer Roundtables & Open Community Calls","305","₳37,497,566","₳21,024,202","NO","₳162,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Open Source Strategy","227","₳37,298,139","₳8,538,432","NO","₳56,800","NOT FUNDED","₳1,389,022","Approval Threshold"
"CatalystTalk for Vietnamese (Phase 2)","296","₳37,185,172","₳16,747,614","NO","₳16,500","NOT FUNDED","₳1,389,022","Approval Threshold"
"Adafro Labs Uganda Hackathon","218","₳37,102,560","₳12,702,116","NO","₳54,484","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Media - All-in-one Influencers on Cardano Network","206","₳36,881,516","₳10,343,350","NO","₳19,500","NOT FUNDED","₳1,389,022","Approval Threshold"
"Online Training Platform for Talents and Freelancers on Cardano - PRO39","273","₳36,684,719","₳15,684,031","NO","₳186,841","NOT FUNDED","₳1,389,022","Approval Threshold"
"Expanding Cardano Awareness Through AI-Enhanced, Multilingual Video Content","221","₳36,662,959","₳14,764,894","NO","₳66,526","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Solution Architects Training Initiative","243","₳36,630,682","₳7,045,668","NO","₳80,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"CardanoRU: Expanding Cardano's Reach in the Russian Market","216","₳35,976,344","₳8,215,709","NO","₳40,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Onboarding Mekong Delta Region Universities in Vietnam","243","₳35,929,924","₳11,199,046","NO","₳76,500","NOT FUNDED","₳1,389,022","Approval Threshold"
"CARDANO HUB MY (Malaysia)","206","₳35,820,725","₳9,883,287","NO","₳75,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"YouTube channel about Cardano and Catalyst dedicated for the French Blockchain community","240","₳35,808,097","₳12,811,068","NO","₳20,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Youtube Channel, Instagram Page and Discord Server About Cardano for Turkey and North Cyprus","229","₳35,546,383","₳17,547,929","NO","₳39,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano-Catalyst Virtual Career Fair - PRO39","266","₳35,478,673","₳13,788,207","NO","₳99,826","NOT FUNDED","₳1,389,022","Approval Threshold"
"Grassroots Governance Community Forums","239","₳35,371,226","₳8,404,738","NO","₳48,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"[Vcoincheck.io - Scaling community milestone] - Scale-up ten of thousands Vietnam Cardano community","287","₳35,322,052","₳8,142,530","NO","₳47,600","NOT FUNDED","₳1,389,022","Approval Threshold"
"Onboarding Hispanic Developers - Aiken","255","₳35,174,929","₳13,609,605","NO","₳120,180","NOT FUNDED","₳1,389,022","Approval Threshold"
"[C2VN]: Cardano Blockchain training center for non-native English communities developers","282","₳35,094,505","₳15,916,282","NO","₳160,120","NOT FUNDED","₳1,389,022","Approval Threshold"
"Legal toolkit for Cardano ecosystem: Set of standard DAO governance documents","204","₳34,914,575","₳9,148,545","NO","₳85,056","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano in 5 Minutes: Deep Understanding, Smart Investing, Time Saved, Money Made","248","₳34,622,624","₳12,338,622","NO","₳144,839","NOT FUNDED","₳1,389,022","Approval Threshold"
"Revolutionising Education: Unleashing the Power of Web3 Education for a Brighter Tomorrow!","235","₳34,438,190","₳13,866,943","NO","₳140,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"BuildingOnCardano.dev v2","243","₳34,438,099","₳9,547,125","NO","₳37,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"On Demand Crypto Dictionary For Busy People","271","₳34,426,386","₳9,329,892","NO","₳47,500","NOT FUNDED","₳1,389,022","Approval Threshold"
"Sustaining the Impact of the Cardano Ghana Community","231","₳34,220,229","₳13,240,337","NO","₳50,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"From Ada to Africa","307","₳33,977,417","₳38,956,922","NO","₳180,600","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano's Learn to Earn: PLAYING LEGO WITH WHITEBOARD","239","₳33,965,226","₳14,701,675","NO","₳57,024","NOT FUNDED","₳1,389,022","Approval Threshold"
"[5PC] Expanding the Cardano community in Vietnam with the video series 'Why Cardano?""","289","₳33,945,381","₳12,683,673","NO","₳34,704","NOT FUNDED","₳1,389,022","Approval Threshold"
"NFT Guild: Developer Education Initiatives","250","₳33,863,474","₳17,350,817","NO","₳194,920","NOT FUNDED","₳1,389,022","Approval Threshold"
"Going Global: Collaborative Innovation (Platform Expansion Pack)","229","₳33,765,982","₳12,617,902","NO","₳200,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Institute Ecoterm® | Blockchain-based Platform & Digital Certification","258","₳33,725,990","₳10,846,656","NO","₳37,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Open Sourced Licensing Agreement & Legal Standard for Cardano Digital Collectibles","234","₳33,399,077","₳16,506,146","NO","₳200,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Initiation to Cardano for international students.","233","₳32,819,382","₳11,779,127","NO","₳33,400","NOT FUNDED","₳1,389,022","Approval Threshold"
"AbjaDAO Glossary | Translating Cardano to Arabic","200","₳32,812,759","₳11,643,618","NO","₳49,800","NOT FUNDED","₳1,389,022","Approval Threshold"
"Edustake: Educating the community on Cardano stake pool principles and operations.","211","₳32,577,330","₳6,817,253","NO","₳30,000","NOT FUNDED","₳1,389,022","Approval Threshold"
": Enhancing the capacities of SMEs in Northern Ghana to take advantage of opportunities in the digital space in Ghana.","200","₳32,435,944","₳9,769,336","NO","₳30,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Code-Train: Women in Web 3, focusing on women in deprived communities","253","₳32,388,012","₳9,243,581","NO","₳15,975","NOT FUNDED","₳1,389,022","Approval Threshold"
"Enhancing the Sustainable ADA Blockchain Education and content to help highlight more Use Cases from within the Cardano ecosystem.","266","₳32,255,751","₳18,741,547","NO","₳110,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"CardaNative Enterprises and Agencies","190","₳31,820,548","₳11,174,037","NO","₳75,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"More non-dilutive funding for Cardano Projects","237","₳31,606,708","₳20,672,921","NO","₳200,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano DApps Connect: Unleashing the Potential of Decentralised Applications in Ghana.","216","₳31,487,907","₳14,928,534","NO","₳60,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Students Community in Ethiopia.","259","₳31,372,080","₳13,706,284","NO","₳57,900","NOT FUNDED","₳1,389,022","Approval Threshold"
"A Cardano Hub in Nyiragongo to Empower an Underserved Region","205","₳31,233,311","₳16,996,394","NO","₳34,560","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Pulse - Researching sentiment and behaviour in the Cardano ecosystem","263","₳31,230,582","₳18,236,149","NO","₳123,025","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano-Powered Research Odyssey in Africa","253","₳31,224,805","₳14,470,453","NO","₳79,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Project Ágora Cardano Brazil - Voltaire","277","₳31,150,295","₳13,010,487","NO","₳199,012","NOT FUNDED","₳1,389,022","Approval Threshold"
"Adafilms - Wada documentary distribution","236","₳31,137,775","₳7,650,055","NO","₳95,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Provide the UK Cardano Community with a years worth of IRL events.","236","₳31,127,643","₳18,905,544","NO","₳156,320","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Project Catalyst for Ghanaian Tech Hubs","213","₳30,907,916","₳15,700,636","NO","₳50,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"The Universal Encyclopedia of Cardano - ALDEA WIKI Phase 2.0 (English - Portuguese - Spanish)","259","₳30,884,281","₳14,937,482","NO","₳60,077","NOT FUNDED","₳1,389,022","Approval Threshold"
"Adafilms - short stories for television","262","₳30,731,173","₳11,997,832","NO","₳90,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Expanding the Cardano French West Africa Oureach to Côte d'Ivoire & Togo","231","₳30,562,655","₳9,296,392","NO","₳80,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Blockchain and Crypto Online Course","208","₳30,417,440","₳15,357,356","NO","₳30,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"""The Great Beyond"" Podcast - Season 2 | Expanding Horizons","226","₳30,243,700","₳12,515,047","NO","₳72,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Engaging French-speaking university students in a blockchain knowledge competition to boost their participation in the ecosystem","203","₳30,111,251","₳12,656,070","NO","₳40,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Blockchain Education For Everyone","278","₳30,034,344","₳11,695,737","NO","₳184,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Project Ágora Cardano Brazil - Catalyst","257","₳29,893,022","₳12,526,477","NO","₳186,738","NOT FUNDED","₳1,389,022","Approval Threshold"
"Marketing & Social Media - Brazil | Bitcoin Block - Blockchain News Station","234","₳29,877,419","₳23,371,512","NO","₳16,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"The Cardano Training Campus: Raising awareness through education, and impacting innovative minds","196","₳29,742,611","₳13,332,171","NO","₳104,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"InvestADA: Bridging Investors and Cardano Innovators","215","₳29,723,648","₳9,829,195","NO","₳93,750","NOT FUNDED","₳1,389,022","Approval Threshold"
"Make Cardano Projects Popular Than Ever with Storytelling Videos","239","₳29,083,040","₳9,847,113","NO","₳72,075","NOT FUNDED","₳1,389,022","Approval Threshold"
"Learn to earn on the Cardano ecosystem","258","₳28,872,717","₳16,669,681","NO","₳105,789","NOT FUNDED","₳1,389,022","Approval Threshold"
"University Students Collective for Cardano","243","₳28,727,930","₳13,808,185","NO","₳39,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Blockchain Technology-Based Incubator for undergraduate and postgraduate students of universities in Venezuela","210","₳28,622,279","₳17,546,958","NO","₳93,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Empowering Cardano ecosystem through offline meetup in Jakarta, Indonesia","207","₳28,542,688","₳7,611,813","NO","₳19,510","NOT FUNDED","₳1,389,022","Approval Threshold"
"Cardano Rocks NYC's Central Park SummerStage","260","₳28,453,969","₳19,263,178","NO","₳200,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Snek Energy - Food Truck Partnership Program","289","₳28,403,579","₳22,173,254","NO","₳200,000","NOT FUNDED","₳1,389,022","Approval Threshold"
"Broadcasting Cardano Network In Northern Ghana In Collaboration With The Cardano Ghana Community.","216","₳28,236,869","₳15,889,984","NO","₳15,049","NOT FUNDED","₳1,389,022","Approval Threshold"
"Community-Building Events and Intersect Educational Content/Experiences in Africa","193","₳28,187,550","₳14,854,775","NO","₳65,000","NOT FUNDED","₳1,389,022","Approval Threshold"
